Actual,Naive,Seasonal Naive,Random Forest,Gradient Boosting,Multilayer Perceptron
58.54492718798463,110.75560874092082,77.10956557633675,75.39149135652752,63.51403203720291,68.64037817635665
27.863731814393407,58.54492718798463,35.6650478524251,34.46414792412659,38.10318949427473,24.69205773328693
115.87266773544336,27.863731814393407,132.09109642459353,142.25940335468775,133.1757932372173,120.45260132128521
120.29476267336206,115.87266773544336,132.71943181067724,134.98413921051272,128.25107470553166,121.41463003581073
123.52872160221177,120.29476267336206,124.30741162779968,133.19777113567054,125.3530357760021,116.27961008846542
128.50389926402224,123.52872160221177,115.20429602846802,131.2416463218583,128.89215046490264,113.96919231724921
130.9323677615822,128.50389926402224,110.75560874092082,128.11877815333744,122.2212253340194,117.84968651091337
71.97809940437001,130.9323677615822,58.54492718798463,86.46391494090898,92.6499745069205,69.71100543345928
27.991121546281736,71.97809940437001,27.863731814393407,33.98191281848382,33.28060468691207,35.47656723306909
111.32262146546516,27.991121546281736,115.87266773544336,120.43762807729472,116.25240044058174,111.88901884412844
116.27131928506606,111.32262146546516,120.29476267336206,121.22326291109772,115.26025603314586,117.77411927830465
121.07978791136138,116.27131928506606,123.52872160221177,125.736986640086,117.40081094370353,112.28370808208595
121.1189179320056,121.07978791136138,128.50389926402224,123.81479845037195,116.67885317441107,114.60261109935495
117.56962484362418,121.1189179320056,130.9323677615822,124.18213033697324,115.50363023116563,111.62172973105824
64.5764716383946,117.56962484362418,71.97809940437001,65.42991052808932,62.36529952745095,68.57463938067472
28.06653812179705,64.5764716383946,27.991121546281736,31.61655063203945,30.551617287940616,25.511832430195483
124.60914956782881,28.06653812179705,111.32262146546516,113.30929509928558,111.09017610759206,113.04361793282146
137.52490576417054,124.60914956782881,116.27131928506606,127.64014176898411,121.03616638980259,125.07896474150375
144.55442915761734,137.52490576417054,121.07978791136138,132.216792128968,137.48503657345523,138.7695460268527
129.27343214697802,144.55442915761734,121.1189179320056,132.8903848182942,141.69230562275322,131.87956454707842
129.94845564803003,129.27343214697802,117.56962484362418,127.28635191598504,129.8328899726663,115.95644182489366
59.82563787975283,129.94845564803003,64.5764716383946,78.62345574267876,77.39272967867686,72.90081524467678
28.22927912621759,59.82563787975283,28.06653812179705,29.568431307773807,26.82638131851627,25.0979009864665
103.44685679625798,28.22927912621759,124.60914956782881,119.4944410758743,117.2153329218408,117.37485447778388
104.65014388505098,103.44685679625798,137.52490576417054,130.02678534228855,121.92537240600764,115.36988609793337
104.71945649300046,104.65014388505098,144.55442915761734,127.21311100230304,120.770889055495,106.92229759247238
105.07177609779829,104.71945649300046,129.27343214697802,120.5554223268883,115.86242011915199,107.276546495668
105.33779710281364,105.07177609779829,129.94845564803003,121.6014564485479,114.53388469258988,104.31017789225993
55.602846410869944,105.33779710281364,59.82563787975283,57.78410657128717,56.34212280326581,58.979741540166856
28.18409205768975,55.602846410869944,28.22927912621759,28.705366405364387,28.40191672802395,26.098265796082373
106.21159565077973,28.18409205768975,103.44685679625798,113.61575142272565,116.31300187560142,107.10964104765554
112.2951392876447,106.21159565077973,104.65014388505098,116.32165476963704,117.8018236229185,109.967350545935
120.53689498796076,112.2951392876447,104.71945649300046,119.97437487038422,119.1028258909213,108.56388510154255
121.93925647475065,120.53689498796076,105.07177609779829,127.31074591474595,130.51077669755165,115.85824150161548
118.02747587644642,121.93925647475065,105.33779710281364,126.75052326729147,129.38469991895158,109.95395262638186
61.708603678720976,118.02747587644642,55.602846410869944,62.96497741177187,62.12780990817906,64.61684944974363
28.31312839648281,61.708603678720976,28.18409205768975,30.92186081082727,30.89703290416493,29.54440351653642
108.80075859448708,28.31312839648281,106.21159565077973,112.8186565850626,110.24196262899248,111.18209937198714
116.47946028427721,108.80075859448708,112.2951392876447,113.32935193826778,109.91781576216735,115.49694015109789
112.70950886240131,116.47946028427721,120.53689498796076,120.85352606340962,115.07547700238663,115.07084675825425
110.26516824199608,112.70950886240131,121.93925647475065,115.49683655426024,110.64896635918835,114.99345152536702
110.21560030705875,110.26516824199608,118.02747587644642,115.04150180719274,108.25099101318472,108.17276349225573
58.16478592046318,110.21560030705875,61.708603678720976,59.12554850982186,58.27165930277131,56.82452550388851
29.064739834365138,58.16478592046318,28.31312839648281,29.367699744602277,27.43625873243336,24.423555515231342
106.95573940326972,29.064739834365138,108.80075859448708,109.84363218160419,113.36846507320006,101.18769942463433
105.4841365954149,106.95573940326972,116.47946028427721,110.75272140492577,109.02045476263113,107.85139634660544
109.21078938659997,105.4841365954149,112.70950886240131,108.89781750278028,108.56334340627971,105.17302245103824
112.58978047087511,109.21078938659997,110.26516824199608,113.57175711551425,111.86470927606169,104.11293184192365
117.36003425244934,112.58978047087511,110.21560030705875,115.80318919023372,117.28660603763784,106.13864042371709
62.83766510563144,117.36003425244934,58.16478592046318,61.493142733495326,61.66497224042589,62.05481621558019
30.034277770411492,62.83766510563144,29.064739834365138,28.134992631058964,27.50174762856099,35.615371657192256
104.646543601456,30.034277770411492,106.95573940326972,101.33399039970953,101.29018257918855,101.25606836540933
103.41274434097902,104.646543601456,105.4841365954149,103.37625729555289,100.70226501152564,104.54987952715803
101.97977079880964,103.41274434097902,109.21078938659997,103.95321109724203,100.52529378620837,104.81202391327807
102.76905295029702,101.97977079880964,112.58978047087511,104.71893226730573,99.59523674408791,107.64681728365765
103.73704504131267,102.76905295029702,117.36003425244934,106.25346516892884,100.09450152879567,105.25505504501065
56.275132264164846,103.73704504131267,62.83766510563144,56.45073808772406,54.957880302849006,55.492534993982964
28.81074025553431,56.275132264164846,30.034277770411492,28.617866522154642,27.185686388189254,27.627902810746264
99.76831960514325,28.81074025553431,104.646543601456,104.50006990862128,100.62684138865357,99.66144896897187
104.32623948524254,99.76831960514325,103.41274434097902,105.20754784373808,103.67986523379462,104.85495287451782
105.2264483825113,104.32623948524254,101.97977079880964,107.4443439720663,105.46934724412156,105.76988617145545
105.58303491359162,105.2264483825113,102.76905295029702,110.93246353709199,110.35270456274755,106.65819048529603
105.05940472929723,105.58303491359162,103.73704504131267,109.51403744471978,108.50565304621078,107.28541829147541
57.511772781413804,105.05940472929723,56.275132264164846,56.288119344632115,55.184207587933116,58.259096616306216
29.086743968153588,57.511772781413804,28.81074025553431,28.62501848546428,27.608181290619882,32.495169229129104
98.67907499106677,29.086743968153588,99.76831960514325,104.3421336245222,103.17005997811532,98.53344054829232
101.7584322847341,98.67907499106677,104.32623948524254,105.102025746614,103.98766489799932,104.20357791388183
101.96007386706731,101.7584322847341,105.2264483825113,106.25498851576673,105.16429098738597,103.2645197099555
103.51246746565448,101.96007386706731,105.58303491359162,106.17216289846142,106.68414314023289,106.67103592606315
105.44263321586783,103.51246746565448,105.05940472929723,106.47217731825343,107.24275516839184,104.31364478933988
56.6847805541916,105.44263321586783,57.511772781413804,57.08787812827636,55.12457676719468,59.35534801253943
29.84829911023397,56.6847805541916,29.086743968153588,29.89240716074994,28.026004956095832,31.980135403532387
97.13451643053484,29.84829911023397,98.67907499106677,102.32100980413696,100.15643044595797,97.15587486443823
99.35724745818818,97.13451643053484,101.7584322847341,101.89210835070581,100.0593307458565,102.91970126120547
102.37980627986553,99.35724745818818,101.96007386706731,104.36541917820048,104.53836110520092,102.41300034830499
108.33687957057214,102.37980627986553,103.51246746565448,107.19336838954472,104.89681759214528,102.69130133999684
103.4602994185721,108.33687957057214,105.44263321586783,107.47830381075299,107.629348648979,102.06656525022143
55.94728852588592,103.4602994185721,56.6847805541916,57.53939760596644,56.72725664732211,59.980511748086556
30.465516028552415,55.94728852588592,29.84829911023397,30.649102627961256,30.321648281644585,34.15328784281397
98.19515046023288,30.465516028552415,97.13451643053484,98.65263679375667,92.3661689834694,97.41248704687563
99.21260399860307,98.19515046023288,99.35724745818818,100.67680399959346,100.57022997965896,101.2665642263729
100.68077484788535,99.21260399860307,102.37980627986553,100.8840905988377,99.42616930253104,101.08415970906191
103.10291951579104,100.68077484788535,108.33687957057214,101.02573490749089,99.7193021919932,102.58600160252003
102.6274976292428,103.10291951579104,103.4602994185721,102.15160759338656,99.80001239711322,103.18508883375608
56.28573996649424,102.6274976292428,55.94728852588592,56.12476345728932,54.49764538460224,56.57118122729046
28.91020587222792,56.28573996649424,30.465516028552415,28.77369951593073,28.363296021155236,33.25023840164232
98.97603223250297,28.91020587222792,98.19515046023288,98.15179486598038,92.44080149984325,97.7556888462921
102.17259466731521,98.97603223250297,99.21260399860307,100.02899438407752,99.55387043662128,102.80777054232621
103.11269899886854,102.17259466731521,100.68077484788535,102.21068547601331,101.51506767954379,103.89464215890179
103.83494354967947,103.11269899886854,103.10291951579104,102.75536129586332,100.82609264918027,103.9319388028534
104.11798696525317,103.83494354967947,102.6274976292428,102.08438594360163,100.19765154425892,103.26663569134617
