Actual,Naive,Seasonal Naive,Random Forest,Gradient Boosting,Multilayer Perceptron
70.54123429067403,71.01502286958365,87.80791682574106,73.44148745488063,72.19943720612513,70.19921772352143
70.44912965943779,70.54123429067403,89.47354415217028,73.19960314559216,72.5012621257597,67.38368659005732
70.76657749026339,70.44912965943779,79.60428910103039,72.91918943056007,72.5375800942092,64.06214694769929
71.29247172517795,70.76657749026339,80.91016442947,73.00925124961601,72.01226666760633,67.36018407540294
72.29982379002303,71.29247172517795,71.88716306672102,72.83022375715397,73.07778603132932,65.63938184794186
78.01174077131579,72.29982379002303,74.63202207491095,74.78795971249833,76.06025464450381,66.83115771951822
71.65114794286545,78.01174077131579,71.01502286958365,76.12753185037016,76.47988879788653,68.57015947554866
71.83130079508936,71.65114794286545,70.54123429067403,72.54225716321125,73.03470353375286,67.77372675935216
74.6380105976808,71.83130079508936,70.44912965943779,73.2576027230168,73.58867436520505,67.20568336753954
75.27194439188183,74.6380105976808,70.76657749026339,76.1432962364785,77.72297211220831,65.76517630881614
72.84908458077408,75.27194439188183,71.29247172517795,76.03955551053865,78.67324048798872,67.36386548723056
73.5972069616155,72.84908458077408,72.29982379002303,74.36423460989218,73.4349715550084,68.55141985189675
75.63929374172669,73.5972069616155,78.01174077131579,75.49560980474305,75.198749163326,70.40222644605457
72.03666686789954,75.63929374172669,71.65114794286545,74.60299521147942,73.31392477285978,69.17338767732156
72.8732669743146,72.03666686789954,71.83130079508936,73.92064282551075,73.09348179721529,70.14478670908001
71.05852107432754,72.8732669743146,74.6380105976808,74.90933988325725,74.71789313367513,70.16463617012113
71.70459684965701,71.05852107432754,75.27194439188183,73.1480696365279,72.71960665320385,68.01162253059482
71.79558895245195,71.70459684965701,72.84908458077408,73.7951579470773,73.82661460168994,67.88451327978213
72.80594051979085,71.79558895245195,73.5972069616155,73.51123220536655,74.76038402435705,66.64871256942413
75.58802832636637,72.80594051979085,75.63929374172669,75.27094267130387,74.96195139381756,69.86512315511669
72.11445655652157,75.58802832636637,72.03666686789954,74.23902692114552,73.58595913306509,67.97200352711668
71.53026751850585,72.11445655652157,72.8732669743146,72.76077419104689,72.58691093693304,68.93124461897385
71.97427994041806,71.53026751850585,71.05852107432754,72.16031427355892,71.94120878662501,69.86953285744941
72.27064856069798,71.97427994041806,71.70459684965701,72.96630126945199,72.85164966306854,67.62827876691779
72.94594715901206,72.27064856069798,71.79558895245195,72.79946276815448,73.01417151453819,65.73153831054813
74.2572748919647,72.94594715901206,72.80594051979085,73.99646461758337,73.82065222793774,68.25153560208616
75.23988693711641,74.2572748919647,75.58802832636637,75.67844541740425,75.61709843835717,72.358086045303
72.60693127005494,75.23988693711641,72.11445655652157,72.8201886126428,73.02232536618679,71.89312862971231
72.56192287902311,72.60693127005494,71.53026751850585,73.01997341242432,72.80940331817962,71.29813462218128
71.87894929852617,72.56192287902311,71.97427994041806,74.17618113823302,74.24538511223571,69.96410879134434
72.40627433136903,71.87894929852617,72.27064856069798,73.2314382921623,73.7144116969222,67.76493313488157
71.8599903357209,72.40627433136903,72.94594715901206,72.51766367452501,72.13182973687603,68.71216452295798
73.25376238180034,71.8599903357209,74.2572748919647,73.1857381299285,73.23683070646523,68.24429394534683
75.55354844480014,73.25376238180034,75.23988693711641,75.73970293806973,75.55844078102726,71.9383213113216
72.04696176989407,75.55354844480014,72.60693127005494,72.61259513963881,72.77898301843237,68.14045518743467
72.55516346240793,72.04696176989407,72.56192287902311,72.37731482102184,72.45080031112239,67.36886813404533
72.48969205835776,72.55516346240793,71.87894929852617,72.2396631872716,71.91496105090867,66.50304931236259
72.74303440174695,72.48969205835776,72.40627433136903,72.30801140867727,72.60571428274446,64.34863580825478
72.86190450121045,72.74303440174695,71.8599903357209,72.324313512454,72.10320605374986,67.55005005459073
73.57583673672123,72.86190450121045,73.25376238180034,73.6290604764332,73.37884576671327,69.62377928280999
75.84604236011755,73.57583673672123,75.55354844480014,75.69660481782637,76.75889213056163,72.34655843116632
72.36470529721076,75.84604236011755,72.04696176989407,72.60669358752546,72.74760380889796,69.5185548394235
72.96338266746699,72.36470529721076,72.55516346240793,72.39347413413458,72.65587348517599,70.06611328839142
72.73016021395352,72.96338266746699,72.48969205835776,72.90302096321608,72.7477913929154,68.19646781683143
73.12923753406324,72.73016021395352,72.74303440174695,72.24341057387159,72.23079913095276,67.70656677369305
73.23889211091017,73.12923753406324,72.86190450121045,73.10822467640162,72.80687418277265,69.49493889191169
73.6805476772564,73.23889211091017,73.57583673672123,74.42443157684046,74.2621874999405,71.75105784280608
76.05163861314043,73.6805476772564,75.84604236011755,75.53668892707287,76.68069797676723,73.81801976987164
73.26586889462378,76.05163861314043,72.36470529721076,72.70911819026922,73.06632718883941,72.29734017212786
72.87144092831339,73.26586889462378,72.96338266746699,72.81157479236866,73.08849666345661,71.5336495924276
73.14598526999065,72.87144092831339,72.73016021395352,72.94045298153362,72.98831871274587,71.16679226337072
73.55570701580383,73.14598526999065,73.12923753406324,73.28911902619151,73.55364713890549,70.5927356411044
73.55046872480692,73.55570701580383,73.23889211091017,73.3009193092151,73.50566629507777,71.17821417870843
73.96956340497569,73.55046872480692,73.6805476772564,74.49878619841274,74.09254268382047,71.23569241218362
76.27163223306984,73.96956340497569,76.05163861314043,75.95356565193059,77.01615444278087,74.1932956215637
73.51699794996807,76.27163223306984,73.26586889462378,72.6965599557249,72.87680903686328,73.41047613726897
73.0560480626918,73.51699794996807,72.87144092831339,72.74913396818249,73.09539672910239,71.40337195566522
73.37573084838085,73.0560480626918,73.14598526999065,73.22744786115004,73.33197865025659,71.41436076372909
73.18659144102973,73.37573084838085,73.55570701580383,73.1668240002048,72.90534169401515,70.29157656065742
73.01063402859786,73.18659144102973,73.55046872480692,73.25297098388691,73.24375749266251,71.32754982452938
74.1013406228631,73.01063402859786,73.96956340497569,74.05814127604268,74.34691725109664,70.89715333818309
76.51264966270254,74.1013406228631,76.27163223306984,75.86653856593601,76.06867460182507,74.2291880978732
73.44420289241326,76.51264966270254,73.51699794996807,72.7868674285591,72.8069706336564,72.17820086855961
73.12924628345381,73.44420289241326,73.0560480626918,72.80300265045884,72.96351487882723,69.49126005810356
73.76556902531944,73.12924628345381,73.37573084838085,72.9423655452623,72.863400584968,71.06221876990473
73.76453519842306,73.76556902531944,73.18659144102973,73.10031818841179,73.02642716938757,70.06984239357955
73.80768251534236,73.76453519842306,73.01063402859786,73.37959086081253,73.4165870405003,72.06478734627227
