cooling,exterior lighting,fans,heat recovery,heat rejection,heating energy,interior equipment,interior lighting,pumps,refrigeration,water system
86506512.25305098,31621291.30941244,93319271.229896,9175497.84968628,1192840.781562785,2388606.2682180265,112670597.04570812,134926732.30375507,9990791.84316341,4575558.1936267065,16486949.174319513
