cooling,exterior lighting,fans,heat recovery,heat rejection,heating energy,interior equipment,interior lighting,pumps,refrigeration,water system
1169427776.5954561,865052995.5804566,1819217833.7483363,33891693.71206948,11625020.498815522,849565727.486058,2196662710.5776434,3389392309.9056067,63413789.331606016,19300816.869419686,265518861.2047842
