cooling,exterior lighting,fans,heat recovery,heat rejection,heating energy,interior equipment,interior lighting,pumps,refrigeration,water system
97979503.14419939,25159733.56287432,69975837.93937594,151424.37616516376,4726035.438024106,40081426.62413336,273025418.51700664,164645138.23083568,16277950.675708609,0.0,3425528.050143972
