cooling,exterior lighting,fans,heat recovery,heat rejection,heating energy,interior equipment,interior lighting,pumps,refrigeration,water system
63344463.19392445,12295101.012775198,84947431.32973373,781115.5474813519,1269187.9462743565,29155216.667178042,91186451.0227468,64967887.611099,10757545.327448921,1741800.8072255543,55298735.50331573
